id,created_at,survey_id,sim_id,user_id,question_id,value
80,2025-11-16 14:04:59.567647+00,3,202,9967,35,b
81,2025-11-16 14:04:59.57083+00,3,202,9967,36,c
82,2025-11-16 14:04:59.574013+00,3,202,9967,37,e
83,2025-11-16 14:04:59.577415+00,3,202,9967,38,e
84,2025-11-16 14:04:59.58042+00,3,202,9967,39,a
85,2025-11-16 14:04:59.583316+00,3,202,9967,40,a
86,2025-11-16 14:05:43.405732+00,3,202,10026,35,d
87,2025-11-16 14:05:43.409594+00,3,202,10026,36,e
88,2025-11-16 14:05:43.413361+00,3,202,10026,37,e
89,2025-11-16 14:05:43.417288+00,3,202,10026,38,f
90,2025-11-16 14:05:43.421074+00,3,202,10026,39,b
91,2025-11-16 14:05:43.424962+00,3,202,10026,40,a
92,2025-11-16 14:05:53.070453+00,3,202,9795,35,a
93,2025-11-16 14:05:53.07385+00,3,202,9795,36,a
94,2025-11-16 14:05:53.07718+00,3,202,9795,37,e
95,2025-11-16 14:05:53.080138+00,3,202,9795,38,f
96,2025-11-16 14:05:53.083493+00,3,202,9795,39,b
97,2025-11-16 14:05:53.086704+00,3,202,9795,40,a
98,2025-11-16 14:06:02.290531+00,3,202,9858,35,c
99,2025-11-16 14:06:02.298793+00,3,202,9858,36,b
100,2025-11-16 14:06:02.302347+00,3,202,9858,37,f
101,2025-11-16 14:06:02.305761+00,3,202,9858,38,d
102,2025-11-16 14:06:02.309462+00,3,202,9858,39,a
103,2025-11-16 14:06:02.312857+00,3,202,9858,40,a
104,2025-11-16 14:06:12.014679+00,3,202,9827,35,a
105,2025-11-16 14:06:12.01841+00,3,202,9827,36,b
106,2025-11-16 14:06:12.02197+00,3,202,9827,37,d
107,2025-11-16 14:06:12.025318+00,3,202,9827,38,f
108,2025-11-16 14:06:12.028731+00,3,202,9827,39,b
109,2025-11-16 14:06:12.032657+00,3,202,9827,40,a
110,2025-11-16 14:06:51.784821+00,3,202,9984,35,b
111,2025-11-16 14:06:51.788091+00,3,202,9984,36,c
112,2025-11-16 14:06:51.791113+00,3,202,9984,37,f
113,2025-11-16 14:06:51.793917+00,3,202,9984,38,f
114,2025-11-16 14:06:51.79676+00,3,202,9984,39,a
115,2025-11-16 14:06:51.799692+00,3,202,9984,40,a
116,2025-11-16 14:07:01.729607+00,3,202,9763,35,b
117,2025-11-16 14:07:01.733261+00,3,202,9763,36,c
118,2025-11-16 14:07:01.73659+00,3,202,9763,37,c
119,2025-11-16 14:07:01.739672+00,3,202,9763,38,d
120,2025-11-16 14:07:01.74301+00,3,202,9763,39,a
121,2025-11-16 14:07:01.746555+00,3,202,9763,40,a
122,2025-11-16 14:07:29.260425+00,3,202,9977,35,c
123,2025-11-16 14:07:29.263803+00,3,202,9977,36,d
124,2025-11-16 14:07:29.267213+00,3,202,9977,37,c
125,2025-11-16 14:07:29.270924+00,3,202,9977,38,e
126,2025-11-16 14:07:29.273828+00,3,202,9977,39,b
127,2025-11-16 14:07:29.276924+00,3,202,9977,40,a
128,2025-11-16 14:10:19.516933+00,3,202,9985,35,c
129,2025-11-16 14:10:19.520606+00,3,202,9985,36,b
130,2025-11-16 14:10:19.523884+00,3,202,9985,37,f
131,2025-11-16 14:10:19.526757+00,3,202,9985,38,e
132,2025-11-16 14:10:19.529918+00,3,202,9985,39,a
133,2025-11-16 14:10:19.533286+00,3,202,9985,40,a
134,2025-11-16 14:10:46.001764+00,3,202,10037,35,b
135,2025-11-16 14:10:46.005323+00,3,202,10037,36,b
136,2025-11-16 14:10:46.00967+00,3,202,10037,37,e
137,2025-11-16 14:10:46.013028+00,3,202,10037,38,d
138,2025-11-16 14:10:46.016106+00,3,202,10037,39,a
139,2025-11-16 14:10:46.019012+00,3,202,10037,40,a
140,2025-11-16 14:12:29.70633+00,3,202,10001,35,c
141,2025-11-16 14:12:29.710132+00,3,202,10001,36,b
142,2025-11-16 14:12:29.713307+00,3,202,10001,37,d
143,2025-11-16 14:12:29.716173+00,3,202,10001,38,e
144,2025-11-16 14:12:29.718989+00,3,202,10001,39,a
145,2025-11-16 14:12:29.72251+00,3,202,10001,40,a
146,2025-11-16 14:12:49.409615+00,3,202,9752,35,d
147,2025-11-16 14:12:49.412865+00,3,202,9752,36,d
148,2025-11-16 14:12:49.41581+00,3,202,9752,37,b
149,2025-11-16 14:12:49.419849+00,3,202,9752,38,f
150,2025-11-16 14:12:49.422661+00,3,202,9752,39,a
151,2025-11-16 14:12:49.425438+00,3,202,9752,40,a
152,2025-11-16 14:12:59.679716+00,3,202,9868,35,c
153,2025-11-16 14:12:59.683168+00,3,202,9868,36,f
154,2025-11-16 14:12:59.686594+00,3,202,9868,37,d
155,2025-11-16 14:12:59.68979+00,3,202,9868,38,f
156,2025-11-16 14:12:59.693041+00,3,202,9868,39,b
157,2025-11-16 14:12:59.696428+00,3,202,9868,40,a
158,2025-11-16 14:13:46.184727+00,3,202,9843,35,a
159,2025-11-16 14:13:46.188156+00,3,202,9843,36,a
160,2025-11-16 14:13:46.191005+00,3,202,9843,37,f
161,2025-11-16 14:13:46.194129+00,3,202,9843,38,d
162,2025-11-16 14:13:46.197376+00,3,202,9843,39,b
163,2025-11-16 14:13:46.200533+00,3,202,9843,40,a
164,2025-11-16 14:15:02.546671+00,3,202,9762,35,c
165,2025-11-16 14:15:02.549875+00,3,202,9762,36,d
166,2025-11-16 14:15:02.552704+00,3,202,9762,37,f
167,2025-11-16 14:15:02.55713+00,3,202,9762,38,f
168,2025-11-16 14:15:02.560679+00,3,202,9762,39,a
169,2025-11-16 14:15:02.56351+00,3,202,9762,40,a
170,2025-11-16 14:16:56.375298+00,3,202,10043,35,c
171,2025-11-16 14:16:56.378936+00,3,202,10043,36,f
172,2025-11-16 14:16:56.382399+00,3,202,10043,37,c
173,2025-11-16 14:16:56.386155+00,3,202,10043,38,d
174,2025-11-16 14:16:56.389625+00,3,202,10043,39,b
175,2025-11-16 14:16:56.393339+00,3,202,10043,40,a
176,2025-11-16 14:20:12.29217+00,3,202,9891,35,b
177,2025-11-16 14:20:12.29655+00,3,202,9891,36,f
178,2025-11-16 14:20:12.299423+00,3,202,9891,37,f
179,2025-11-16 14:20:12.302382+00,3,202,9891,38,f
180,2025-11-16 14:20:12.306713+00,3,202,9891,39,a
181,2025-11-16 14:20:12.309624+00,3,202,9891,40,a
182,2025-11-16 14:22:08.51601+00,3,202,9926,35,a
183,2025-11-16 14:22:08.519051+00,3,202,9926,36,b
184,2025-11-16 14:22:08.522198+00,3,202,9926,37,d
185,2025-11-16 14:22:08.525157+00,3,202,9926,38,d
186,2025-11-16 14:22:08.528015+00,3,202,9926,39,b
187,2025-11-16 14:22:08.530666+00,3,202,9926,40,a
188,2025-11-16 14:24:00.929305+00,3,202,9802,35,b
189,2025-11-16 14:24:00.932738+00,3,202,9802,36,f
190,2025-11-16 14:24:00.935984+00,3,202,9802,37,f
191,2025-11-16 14:24:00.939227+00,3,202,9802,38,d
192,2025-11-16 14:24:00.942161+00,3,202,9802,39,b
193,2025-11-16 14:24:00.94534+00,3,202,9802,40,a
194,2025-11-16 14:26:31.817168+00,3,202,9743,35,d
195,2025-11-16 14:26:31.820847+00,3,202,9743,36,e
196,2025-11-16 14:26:31.824457+00,3,202,9743,37,b
197,2025-11-16 14:26:31.828268+00,3,202,9743,38,f
198,2025-11-16 14:26:31.831801+00,3,202,9743,39,d
199,2025-11-16 14:26:31.835251+00,3,202,9743,40,a
200,2025-11-16 14:28:01.374638+00,3,202,10044,35,a
201,2025-11-16 14:28:01.379339+00,3,202,10044,36,a
202,2025-11-16 14:28:01.383193+00,3,202,10044,37,b
203,2025-11-16 14:28:01.386777+00,3,202,10044,38,c
204,2025-11-16 14:28:01.390327+00,3,202,10044,39,b
205,2025-11-16 14:28:01.394263+00,3,202,10044,40,a
206,2025-11-16 14:29:44.042235+00,3,202,9846,35,e
207,2025-11-16 14:29:44.045608+00,3,202,9846,36,b
208,2025-11-16 14:29:44.048808+00,3,202,9846,37,e
209,2025-11-16 14:29:44.051876+00,3,202,9846,38,f
210,2025-11-16 14:29:44.054933+00,3,202,9846,39,a
211,2025-11-16 14:29:44.058102+00,3,202,9846,40,c
212,2025-11-16 14:33:26.001448+00,3,202,9844,35,c
213,2025-11-16 14:33:26.005958+00,3,202,9844,36,b
214,2025-11-16 14:33:26.009973+00,3,202,9844,37,d
215,2025-11-16 14:33:26.016379+00,3,202,9844,38,e
216,2025-11-16 14:33:26.022335+00,3,202,9844,39,b
217,2025-11-16 14:33:26.028734+00,3,202,9844,40,b
218,2025-11-16 14:35:26.131449+00,3,202,9781,35,e
219,2025-11-16 14:35:26.134847+00,3,202,9781,36,d
220,2025-11-16 14:35:26.138061+00,3,202,9781,37,c
221,2025-11-16 14:35:26.141385+00,3,202,9781,38,e
222,2025-11-16 14:35:26.144609+00,3,202,9781,39,b
223,2025-11-16 14:35:26.148167+00,3,202,9781,40,a
224,2025-11-16 14:45:08.113469+00,3,202,9975,35,b
225,2025-11-16 14:45:08.120476+00,3,202,9975,36,d
226,2025-11-16 14:45:08.126492+00,3,202,9975,37,d
227,2025-11-16 14:45:08.132373+00,3,202,9975,38,c
228,2025-11-16 14:45:08.13826+00,3,202,9975,39,b
229,2025-11-16 14:45:08.144186+00,3,202,9975,40,a
230,2025-11-16 14:45:33.64465+00,3,202,9747,35,d
231,2025-11-16 14:45:33.649933+00,3,202,9747,36,e
232,2025-11-16 14:45:33.655074+00,3,202,9747,37,f
233,2025-11-16 14:45:33.660125+00,3,202,9747,38,c
234,2025-11-16 14:45:33.665017+00,3,202,9747,39,b
235,2025-11-16 14:45:33.669933+00,3,202,9747,40,a
236,2025-11-16 14:47:54.835388+00,3,202,9748,35,b
237,2025-11-16 14:47:54.841548+00,3,202,9748,36,b
238,2025-11-16 14:47:54.846591+00,3,202,9748,37,d
239,2025-11-16 14:47:54.851603+00,3,202,9748,38,d
240,2025-11-16 14:47:54.856539+00,3,202,9748,39,a
241,2025-11-16 14:47:54.861705+00,3,202,9748,40,a
242,2025-11-16 14:52:43.70543+00,3,202,9749,35,e
243,2025-11-16 14:52:43.711073+00,3,202,9749,36,c
244,2025-11-16 14:52:43.716531+00,3,202,9749,37,e
245,2025-11-16 14:52:43.722162+00,3,202,9749,38,f
246,2025-11-16 14:52:43.727614+00,3,202,9749,39,a
247,2025-11-16 14:52:43.733083+00,3,202,9749,40,a
248,2025-11-16 14:52:53.87466+00,3,202,9946,35,b
249,2025-11-16 14:52:53.87958+00,3,202,9946,36,b
250,2025-11-16 14:52:53.884372+00,3,202,9946,37,f
251,2025-11-16 14:52:53.889288+00,3,202,9946,38,f
252,2025-11-16 14:52:53.894092+00,3,202,9946,39,b
253,2025-11-16 14:52:53.89883+00,3,202,9946,40,a
254,2025-11-16 15:01:00.01675+00,3,202,9864,35,a
255,2025-11-16 15:01:00.020856+00,3,202,9864,36,c
256,2025-11-16 15:01:00.024588+00,3,202,9864,37,f
257,2025-11-16 15:01:00.028362+00,3,202,9864,38,f
258,2025-11-16 15:01:00.03273+00,3,202,9864,39,b
259,2025-11-16 15:01:00.036522+00,3,202,9864,40,a
260,2025-11-16 15:04:08.081329+00,3,202,9755,35,c
261,2025-11-16 15:04:08.085395+00,3,202,9755,36,b
262,2025-11-16 15:04:08.089281+00,3,202,9755,37,c
263,2025-11-16 15:04:08.09314+00,3,202,9755,38,f
264,2025-11-16 15:04:08.096922+00,3,202,9755,39,a
265,2025-11-16 15:04:08.100693+00,3,202,9755,40,a
266,2025-11-16 15:04:42.498593+00,3,202,9881,35,c
267,2025-11-16 15:04:42.502448+00,3,202,9881,36,d
268,2025-11-16 15:04:42.506247+00,3,202,9881,37,e
269,2025-11-16 15:04:42.510033+00,3,202,9881,38,e
270,2025-11-16 15:04:42.515996+00,3,202,9881,39,b
271,2025-11-16 15:04:42.519828+00,3,202,9881,40,a
272,2025-11-16 15:14:04.238273+00,3,202,9757,35,a
273,2025-11-16 15:14:04.242254+00,3,202,9757,36,c
274,2025-11-16 15:14:04.246056+00,3,202,9757,37,f
275,2025-11-16 15:14:04.249514+00,3,202,9757,38,f
276,2025-11-16 15:14:04.253211+00,3,202,9757,39,b
277,2025-11-16 15:14:04.256465+00,3,202,9757,40,a
278,2025-11-16 15:16:06.749964+00,3,202,9894,35,d
279,2025-11-16 15:16:06.754782+00,3,202,9894,36,c
280,2025-11-16 15:16:06.758715+00,3,202,9894,37,d
281,2025-11-16 15:16:06.762639+00,3,202,9894,38,d
282,2025-11-16 15:16:06.766829+00,3,202,9894,39,a
283,2025-11-16 15:16:06.770873+00,3,202,9894,40,a
284,2025-11-16 15:29:28.195656+00,3,202,9955,35,c
285,2025-11-16 15:29:28.199905+00,3,202,9955,36,c
286,2025-11-16 15:29:28.203725+00,3,202,9955,37,f
287,2025-11-16 15:29:28.207332+00,3,202,9955,38,f
288,2025-11-16 15:29:28.210953+00,3,202,9955,39,a
289,2025-11-16 15:29:28.214778+00,3,202,9955,40,a
290,2025-11-16 15:36:48.117756+00,3,202,9960,35,b
291,2025-11-16 15:36:48.12381+00,3,202,9960,36,f
292,2025-11-16 15:36:48.129386+00,3,202,9960,37,f
293,2025-11-16 15:36:48.134981+00,3,202,9960,38,f
294,2025-11-16 15:36:48.140559+00,3,202,9960,39,b
295,2025-11-16 15:36:48.146111+00,3,202,9960,40,a
296,2025-11-16 15:40:23.996204+00,3,202,9771,35,c
297,2025-11-16 15:40:24.000614+00,3,202,9771,36,c
298,2025-11-16 15:40:24.004781+00,3,202,9771,37,f
299,2025-11-16 15:40:24.009069+00,3,202,9771,38,f
300,2025-11-16 15:40:24.013102+00,3,202,9771,39,a
301,2025-11-16 15:40:24.016681+00,3,202,9771,40,a
302,2025-11-16 15:40:49.590918+00,3,202,9751,35,f
303,2025-11-16 15:40:49.594969+00,3,202,9751,36,c
304,2025-11-16 15:40:49.5986+00,3,202,9751,37,f
305,2025-11-16 15:40:49.602551+00,3,202,9751,38,f
306,2025-11-16 15:40:49.606201+00,3,202,9751,39,a
307,2025-11-16 15:40:49.609818+00,3,202,9751,40,a
308,2025-11-16 15:41:43.601157+00,3,202,9911,35,b
309,2025-11-16 15:41:43.60526+00,3,202,9911,36,b
310,2025-11-16 15:41:43.609315+00,3,202,9911,37,f
311,2025-11-16 15:41:43.613205+00,3,202,9911,38,e
312,2025-11-16 15:41:43.617271+00,3,202,9911,39,a
313,2025-11-16 15:41:43.624446+00,3,202,9911,40,a
314,2025-11-16 15:42:13.786313+00,3,202,9877,35,e
315,2025-11-16 15:42:13.79027+00,3,202,9877,36,d
316,2025-11-16 15:42:13.793962+00,3,202,9877,37,b
317,2025-11-16 15:42:13.797622+00,3,202,9877,38,d
318,2025-11-16 15:42:13.801236+00,3,202,9877,39,a
319,2025-11-16 15:42:13.804743+00,3,202,9877,40,a
320,2025-11-16 15:42:50.593108+00,3,202,9966,35,e
321,2025-11-16 15:42:50.597366+00,3,202,9966,36,b
322,2025-11-16 15:42:50.601302+00,3,202,9966,37,f
323,2025-11-16 15:42:50.605397+00,3,202,9966,38,f
324,2025-11-16 15:42:50.609331+00,3,202,9966,39,a
325,2025-11-16 15:42:50.613255+00,3,202,9966,40,a
326,2025-11-16 15:54:28.448506+00,3,202,9767,35,b
327,2025-11-16 15:54:28.451505+00,3,202,9767,36,c
328,2025-11-16 15:54:28.453902+00,3,202,9767,37,f
329,2025-11-16 15:54:28.456123+00,3,202,9767,38,f
330,2025-11-16 15:54:28.458663+00,3,202,9767,39,a
331,2025-11-16 15:54:28.461153+00,3,202,9767,40,b
332,2025-11-16 16:01:27.560648+00,3,202,9780,35,d
333,2025-11-16 16:01:27.569631+00,3,202,9780,36,e
334,2025-11-16 16:01:27.57972+00,3,202,9780,37,f
335,2025-11-16 16:01:27.585298+00,3,202,9780,38,e
336,2025-11-16 16:01:27.590531+00,3,202,9780,39,b
337,2025-11-16 16:01:27.594334+00,3,202,9780,40,a
338,2025-11-16 16:13:36.042094+00,3,202,9958,35,b
339,2025-11-16 16:13:36.047818+00,3,202,9958,36,f
340,2025-11-16 16:13:36.052853+00,3,202,9958,37,e
341,2025-11-16 16:13:36.05808+00,3,202,9958,38,f
342,2025-11-16 16:13:36.063287+00,3,202,9958,39,b
343,2025-11-16 16:13:36.068446+00,3,202,9958,40,a
344,2025-11-16 16:19:12.73166+00,3,202,10049,35,b
345,2025-11-16 16:19:12.737036+00,3,202,10049,36,c
346,2025-11-16 16:19:12.742194+00,3,202,10049,37,c
347,2025-11-16 16:19:12.747763+00,3,202,10049,38,e
348,2025-11-16 16:19:12.751871+00,3,202,10049,39,a
349,2025-11-16 16:19:12.755972+00,3,202,10049,40,a
350,2025-11-16 16:30:42.817292+00,3,202,9829,35,f
351,2025-11-16 16:30:42.821241+00,3,202,9829,36,d
352,2025-11-16 16:30:42.824502+00,3,202,9829,37,c
353,2025-11-16 16:30:42.827602+00,3,202,9829,38,e
354,2025-11-16 16:30:42.830926+00,3,202,9829,39,a
355,2025-11-16 16:30:42.833816+00,3,202,9829,40,a
356,2025-11-16 16:50:42.36092+00,3,202,9784,35,c
357,2025-11-16 16:50:42.365554+00,3,202,9784,36,b
358,2025-11-16 16:50:42.369381+00,3,202,9784,37,b
359,2025-11-16 16:50:42.373078+00,3,202,9784,38,e
360,2025-11-16 16:50:42.376552+00,3,202,9784,39,b
361,2025-11-16 16:50:42.380058+00,3,202,9784,40,b
362,2025-11-16 17:01:14.144083+00,3,202,9760,35,b
363,2025-11-16 17:01:14.150074+00,3,202,9760,36,c
364,2025-11-16 17:01:14.155727+00,3,202,9760,37,f
365,2025-11-16 17:01:14.161182+00,3,202,9760,38,e
366,2025-11-16 17:01:14.16658+00,3,202,9760,39,a
367,2025-11-16 17:01:14.172309+00,3,202,9760,40,a
368,2025-11-16 17:19:08.777513+00,3,202,9918,35,b
369,2025-11-16 17:19:08.781499+00,3,202,9918,36,f
370,2025-11-16 17:19:08.785044+00,3,202,9918,37,d
371,2025-11-16 17:19:08.788689+00,3,202,9918,38,f
372,2025-11-16 17:19:08.79246+00,3,202,9918,39,a
373,2025-11-16 17:19:08.79641+00,3,202,9918,40,a
374,2025-11-16 17:26:17.528108+00,3,202,9764,35,d
375,2025-11-16 17:26:17.530697+00,3,202,9764,36,d
376,2025-11-16 17:26:17.533087+00,3,202,9764,37,f
377,2025-11-16 17:26:17.535409+00,3,202,9764,38,e
378,2025-11-16 17:26:17.538005+00,3,202,9764,39,b
379,2025-11-16 17:26:17.540257+00,3,202,9764,40,a
380,2025-11-16 17:30:01.825206+00,3,202,10054,35,b
381,2025-11-16 17:30:01.831635+00,3,202,10054,36,b
382,2025-11-16 17:30:01.840588+00,3,202,10054,37,f
383,2025-11-16 17:30:01.847749+00,3,202,10054,38,e
384,2025-11-16 17:30:01.854188+00,3,202,10054,39,b
385,2025-11-16 17:30:01.860468+00,3,202,10054,40,a
386,2025-11-16 17:42:52.042067+00,3,202,10004,35,c
387,2025-11-16 17:42:52.046336+00,3,202,10004,36,c
388,2025-11-16 17:42:52.050371+00,3,202,10004,37,d
389,2025-11-16 17:42:52.054057+00,3,202,10004,38,e
390,2025-11-16 17:42:52.057762+00,3,202,10004,39,a
391,2025-11-16 17:42:52.061148+00,3,202,10004,40,a
392,2025-11-16 18:14:44.903612+00,3,202,9823,35,b
393,2025-11-16 18:14:44.907229+00,3,202,9823,36,c
394,2025-11-16 18:14:44.910062+00,3,202,9823,37,e
395,2025-11-16 18:14:44.913167+00,3,202,9823,38,f
396,2025-11-16 18:14:44.916884+00,3,202,9823,39,b
397,2025-11-16 18:14:44.919862+00,3,202,9823,40,a
398,2025-11-16 18:46:32.172818+00,3,202,9907,35,b
399,2025-11-16 18:46:32.179766+00,3,202,9907,36,b
400,2025-11-16 18:46:32.186179+00,3,202,9907,37,d
401,2025-11-16 18:46:32.192392+00,3,202,9907,38,f
402,2025-11-16 18:46:32.198661+00,3,202,9907,39,b
403,2025-11-16 18:46:32.205193+00,3,202,9907,40,a
404,2025-11-16 18:49:31.605863+00,3,202,9801,35,c
405,2025-11-16 18:49:31.609525+00,3,202,9801,36,b
406,2025-11-16 18:49:31.612866+00,3,202,9801,37,d
407,2025-11-16 18:49:31.616275+00,3,202,9801,38,e
408,2025-11-16 18:49:31.619441+00,3,202,9801,39,a
409,2025-11-16 18:49:31.623424+00,3,202,9801,40,a
410,2025-11-16 18:58:21.588523+00,3,202,10060,35,b
411,2025-11-16 18:58:21.594721+00,3,202,10060,36,a
412,2025-11-16 18:58:21.597819+00,3,202,10060,37,e
413,2025-11-16 18:58:21.600926+00,3,202,10060,38,e
414,2025-11-16 18:58:21.604089+00,3,202,10060,39,b
415,2025-11-16 18:58:21.607105+00,3,202,10060,40,a
416,2025-11-16 19:05:04.912142+00,3,202,9913,35,c
417,2025-11-16 19:05:04.915755+00,3,202,9913,36,b
418,2025-11-16 19:05:04.92014+00,3,202,9913,37,e
419,2025-11-16 19:05:04.923178+00,3,202,9913,38,f
420,2025-11-16 19:05:04.926085+00,3,202,9913,39,b
421,2025-11-16 19:05:04.929055+00,3,202,9913,40,a
422,2025-11-16 19:11:32.980974+00,3,202,9869,35,d
423,2025-11-16 19:11:32.984822+00,3,202,9869,36,e
424,2025-11-16 19:11:32.988336+00,3,202,9869,37,d
425,2025-11-16 19:11:32.99192+00,3,202,9869,38,f
426,2025-11-16 19:11:32.995452+00,3,202,9869,39,b
427,2025-11-16 19:11:32.999559+00,3,202,9869,40,a
428,2025-11-16 19:12:56.242862+00,3,202,9979,35,f
429,2025-11-16 19:12:56.2461+00,3,202,9979,36,f
430,2025-11-16 19:12:56.248868+00,3,202,9979,37,f
431,2025-11-16 19:12:56.252241+00,3,202,9979,38,f
432,2025-11-16 19:12:56.254794+00,3,202,9979,39,b
433,2025-11-16 19:12:56.257259+00,3,202,9979,40,a
434,2025-11-16 19:22:50.710084+00,3,202,9840,35,f
435,2025-11-16 19:22:50.71475+00,3,202,9840,36,d
436,2025-11-16 19:22:50.718676+00,3,202,9840,37,d
437,2025-11-16 19:22:50.722285+00,3,202,9840,38,e
438,2025-11-16 19:22:50.725858+00,3,202,9840,39,a
439,2025-11-16 19:22:50.729623+00,3,202,9840,40,a
440,2025-11-16 19:24:47.73631+00,3,202,9983,35,d
441,2025-11-16 19:24:47.739778+00,3,202,9983,36,b
442,2025-11-16 19:24:47.743402+00,3,202,9983,37,b
443,2025-11-16 19:24:47.746735+00,3,202,9983,38,e
444,2025-11-16 19:24:47.749767+00,3,202,9983,39,b
445,2025-11-16 19:24:47.753317+00,3,202,9983,40,a
446,2025-11-16 19:29:09.301364+00,3,202,10066,35,d
447,2025-11-16 19:29:09.305824+00,3,202,10066,36,c
448,2025-11-16 19:29:09.309905+00,3,202,10066,37,e
449,2025-11-16 19:29:09.313886+00,3,202,10066,38,c
450,2025-11-16 19:29:09.317846+00,3,202,10066,39,a
451,2025-11-16 19:29:09.321803+00,3,202,10066,40,c
452,2025-11-16 19:30:20.410366+00,3,202,9851,35,e
453,2025-11-16 19:30:20.414536+00,3,202,9851,36,b
454,2025-11-16 19:30:20.418551+00,3,202,9851,37,b
455,2025-11-16 19:30:20.422973+00,3,202,9851,38,c
456,2025-11-16 19:30:20.427464+00,3,202,9851,39,a
457,2025-11-16 19:30:20.432373+00,3,202,9851,40,b
458,2025-11-16 19:39:01.304997+00,3,202,10069,35,c
459,2025-11-16 19:39:01.310659+00,3,202,10069,36,c
460,2025-11-16 19:39:01.315549+00,3,202,10069,37,f
461,2025-11-16 19:39:01.320264+00,3,202,10069,38,f
462,2025-11-16 19:39:01.328475+00,3,202,10069,39,b
463,2025-11-16 19:39:01.333349+00,3,202,10069,40,a
464,2025-11-16 19:49:16.673431+00,3,202,10070,35,f
465,2025-11-16 19:49:16.682111+00,3,202,10070,36,c
466,2025-11-16 19:49:16.688685+00,3,202,10070,37,f
467,2025-11-16 19:49:16.695168+00,3,202,10070,38,f
468,2025-11-16 19:49:16.708638+00,3,202,10070,39,a
469,2025-11-16 19:49:16.714787+00,3,202,10070,40,a
470,2025-11-16 19:59:11.351896+00,3,202,9965,35,b
471,2025-11-16 19:59:11.358814+00,3,202,9965,36,d
472,2025-11-16 19:59:11.362067+00,3,202,9965,37,f
473,2025-11-16 19:59:11.365312+00,3,202,9965,38,c
474,2025-11-16 19:59:11.368357+00,3,202,9965,39,a
475,2025-11-16 19:59:11.371315+00,3,202,9965,40,a
476,2025-11-16 20:15:39.781179+00,3,202,10074,35,b
477,2025-11-16 20:15:39.785753+00,3,202,10074,36,d
478,2025-11-16 20:15:39.789291+00,3,202,10074,37,f
479,2025-11-16 20:15:39.791922+00,3,202,10074,38,d
480,2025-11-16 20:15:39.794474+00,3,202,10074,39,b
